Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS11735	NZ_LR216287.1	2506349	2506663	+	315	85	32	79	94	90	88	73	130	211	204
NFRAN_RS14010	NZ_LR216287.1	2506765	2506935	+	171	66	118	56	38	94	51	36	44	74	100
NFRAN_RS11740	NZ_LR216287.1	2507887	2508258	-	372	32	112	72	78	75	77	88	56	64	140
NFRAN_RS14185	NZ_LR216287.1	2508825	2509010	+	186	2133	2174	3145	3093	2939	2253	2170	1963	2728	3312
NFRAN_RS11750	NZ_LR216287.1	2509763	2510752	+	990	464	403	483	477	375	428	442	319	393	520
NFRAN_RS11755	NZ_LR216287.1	2510836	2511405	+	570	567	580	664	766	685	1080	733	914	1185	1443
NFRAN_RS11760	NZ_LR216287.1	2511705	2512543	+	839	0	29	19	12	14	9	1	8	8	22
NFRAN_RS11765	NZ_LR216287.1	2513269	2513598	+	330	62	71	134	176	161	137	122	89	151	162
NFRAN_RS11775	NZ_LR216287.1	2514473	2515735	-	1263	754	643	519	682	955	1687	1400	1566	1483	2015
NFRAN_RS11780	NZ_LR216287.1	2516610	2516987	+	378	956	1681	1312	1065	1130	1167	1347	1173	1710	1828
NFRAN_RS11785	NZ_LR216287.1	2518047	2519021	+	975	5781	5988	6328	5667	5424	6642	5981	6520	7861	9387
NFRAN_RS11790	NZ_LR216287.1	2519973	2520272	+	300	0	44	13	1	32	23	10	28	25	29
NFRAN_RS11795	NZ_LR216287.1	2520205	2520585	+	381	0	0	0	4	6	2	6	6	1	9
NFRAN_RS11800	NZ_LR216287.1	2520662	2520868	-	207	112	114	134	102	103	82	110	102	102	128
NFRAN_RS11805	NZ_LR216287.1	2521529	2522095	-	567	59	86	18	47	75	120	77	68	104	107
NFRAN_RS11810	NZ_LR216287.1	2522329	2522775	-	447	2	9	2	8	4	12	6	17	19	8
NFRAN_RS11815	NZ_LR216287.1	2522937	2523770	+	834	304	180	352	306	237	161	200	173	244	295
NFRAN_RS11820	NZ_LR216287.1	2524036	2524641	+	606	5	0	11	18	19	8	9	2	23	4
NFRAN_RS11825	NZ_LR216287.1	2524977	2525930	+	954	71	76	133	109	159	68	96	122	116	230
NFRAN_RS14015	NZ_LR216287.1	2526257	2526472	-	216	29	57	52	82	75	103	62	54	52	102
NFRAN_RS11830	NZ_LR216287.1	2526909	2528975	+	2067	10800	12446	11883	12179	11333	9210	10451	10255	11909	13155
NFRAN_RS11835	NZ_LR216287.1	2529905	2530261	+	357	209	255	356	472	301	348	297	257	329	460
NFRAN_RS14020	NZ_LR216287.1	2530248	2530406	+	159	88	118	119	129	48	127	124	54	105	131
NFRAN_RS11840	NZ_LR216287.1	2530493	2530876	-	384	111	170	192	230	187	179	184	289	195	279
NFRAN_RS11845	NZ_LR216287.1	2531028	2531264	-	237	112	136	250	159	177	185	128	166	164	283
NFRAN_RS14025	NZ_LR216287.1	2532218	2532355	-	138	8	14	4	24	37	23	27	17	48	57
NFRAN_RS11850	NZ_LR216287.1	2532428	2532943	-	516	272	462	328	305	328	416	435	424	429	476
NFRAN_RS11855	NZ_LR216287.1	2532968	2533519	-	552	1706	2338	1647	1564	1294	1520	1663	1548	1576	2299
NFRAN_RS11860	NZ_LR216287.1	2534127	2534225	-	99	748	1566	1106	1038	2511	1744	2034	2322	5115	3499
NFRAN_RS11865	NZ_LR216287.1	2534779	2535645	+	867	702	672	758	945	1009	1249	1044	962	1116	1744
NFRAN_RS11870	NZ_LR216287.1	2536105	2536788	+	684	1449	1672	1569	1638	1728	2184	1890	2187	2905	3394
NFRAN_RS11875	NZ_LR216287.1	2536862	2537605	+	744	5610	6820	7514	8064	6118	7512	6594	7305	7760	9871
NFRAN_RS11880	NZ_LR216287.1	2537837	2539336	+	1500	9651	10624	10467	10556	10292	10667	10476	10689	11984	14294
NFRAN_RS11885	NZ_LR216287.1	2539325	2539603	-	279	630	1250	1272	1218	975	983	1083	949	1187	1507
NFRAN_RS11890	NZ_LR216287.1	2539773	2540330	+	558	823	641	842	896	988	966	875	834	1191	1216
NFRAN_RS11895	NZ_LR216287.1	2540406	2541380	+	975	1947	2007	1880	1642	2090	3121	2221	2876	3321	4217
NFRAN_RS11900	NZ_LR216287.1	2541430	2542683	+	1254	1041	1235	1098	902	1132	1905	1572	1593	1930	2347
NFRAN_RS11905	NZ_LR216287.1	2542636	2543805	-	1170	1707	2201	1903	2146	2944	2885	2552	2571	2712	3374
NFRAN_RS11910	NZ_LR216287.1	2543984	2544355	-	372	417	380	429	543	404	607	497	532	723	686
NFRAN_RS11915	NZ_LR216287.1	2544965	2545966	-	1002	10163	12599	11547	12019	15193	18362	14958	15671	22803	22568
NFRAN_RS11920	NZ_LR216287.1	2546231	2546626	+	396	17224	12193	20984	21867	14818	12427	10830	10585	13585	14838
NFRAN_RS11925	NZ_LR216287.1	2546623	2547327	-	705	513	498	668	865	772	997	822	752	1142	1032
NFRAN_RS11930	NZ_LR216287.1	2548210	2549253	-	1044	5352	6067	6475	6892	6093	6713	6608	6571	7242	8503
NFRAN_RS11935	NZ_LR216287.1	2549407	2549748	-	342	477	572	493	582	534	338	345	414	402	637
NFRAN_RS11940	NZ_LR216287.1	2549956	2550029	+	74	34	56	56	58	69	92	102	91	140	106
NFRAN_RS11945	NZ_LR216287.1	2551175	2552194	-	1020	2827	1789	1671	2075	1636	1799	1606	1835	2430	2124
NFRAN_RS11950	NZ_LR216287.1	2552578	2554455	-	1878	5198	5704	5160	5088	4556	5390	4107	5062	6414	6996
NFRAN_RS11960	NZ_LR216287.1	2555946	2556551	-	606	7	49	44	21	22	32	38	27	46	63
NFRAN_RS11965	NZ_LR216287.1	2557981	2558511	+	531	4331	3395	7360	6843	5838	3678	3178	3221	3282	5378
NFRAN_RS11970	NZ_LR216287.1	2558620	2558934	-	315	94	126	215	197	170	80	95	75	62	178
NFRAN_RS11975	NZ_LR216287.1	2559316	2559543	-	228	575	591	755	824	617	580	443	337	419	425
NFRAN_RS11980	NZ_LR216287.1	2559999	2560565	+	567	8837	10373	12165	12466	11507	5075	5583	5950	6718	7615
NFRAN_RS11985	NZ_LR216287.1	2560834	2561589	+	756	22436	18609	29417	36062	24636	16324	13466	14013	17467	21015
NFRAN_RS11990	NZ_LR216287.1	2561803	2563221	+	1419	1283	1212	1067	1088	1425	1420	1289	1319	1966	2026
NFRAN_RS11995	NZ_LR216287.1	2563544	2564413	+	870	14490	11653	18256	14530	11941	12238	9208	9632	11943	14067
NFRAN_RS12000	NZ_LR216287.1	2564545	2565012	-	468	1406	1274	1552	1385	1323	1498	1314	1327	1565	2066
NFRAN_RS12005	NZ_LR216287.1	2565723	2566565	-	843	2329	2121	2694	2794	2721	2345	2329	2136	2732	2970
NFRAN_RS12010	NZ_LR216287.1	2567065	2567346	+	282	326	241	382	422	310	335	232	322	474	444
NFRAN_RS14030	NZ_LR216287.1	2567502	2567642	+	141	72	67	59	103	87	58	31	74	59	156
NFRAN_RS12015	NZ_LR216287.1	2568353	2568889	-	537	621	612	1111	633	551	496	387	367	434	670
NFRAN_RS14035	NZ_LR216287.1	2568867	2569034	-	168	10	0	4	10	5	9	2	8	7	21
NFRAN_RS12020	NZ_LR216287.1	2569478	2569903	+	426	1641	2198	2505	2339	2940	3249	2651	2212	3801	3606
NFRAN_RS12025	NZ_LR216287.1	2570003	2571577	+	1575	44304	34745	47265	42600	37329	41199	35353	37668	50739	58558
NFRAN_RS12030	NZ_LR216287.1	2571686	2572012	-	327	3665	3272	4415	4513	5103	5827	5526	5091	6225	7311
NFRAN_RS12035	NZ_LR216287.1	2572067	2572909	-	843	4951	5494	5605	6314	5913	7166	6006	6290	8581	8737
NFRAN_RS12040	NZ_LR216287.1	2573367	2574044	+	678	56	126	138	94	119	110	110	125	81	198
NFRAN_RS12045	NZ_LR216287.1	2574034	2574540	-	507	1152	1477	1107	1447	1480	1667	1621	1712	1787	2262
NFRAN_RS12050	NZ_LR216287.1	2574612	2575685	-	1074	2684	2561	2745	2704	3551	4982	3733	4083	4924	5651
NFRAN_RS12055	NZ_LR216287.1	2575763	2575847	-	85	109	123	79	100	110	162	145	136	245	233
NFRAN_RS12060	NZ_LR216287.1	2575947	2576183	+	237	792	893	869	823	1414	1512	1364	1461	1736	1875
NFRAN_RS12065	NZ_LR216287.1	2576190	2577440	+	1251	16549	19966	17517	16744	21574	28683	24410	24652	29790	31140
NFRAN_RS12070	NZ_LR216287.1	2577446	2578399	+	954	10487	10057	11493	12909	16157	22094	18233	18133	21779	26370
NFRAN_RS12075	NZ_LR216287.1	2578415	2579278	+	864	2452	2161	2459	2835	3066	4185	3465	3669	3741	5717
NFRAN_RS12080	NZ_LR216287.1	2579287	2580357	+	1071	2187	2402	2081	2502	2592	3134	2683	2770	3729	3976
NFRAN_RS12085	NZ_LR216287.1	2580597	2581430	+	834	2184	2909	2421	2298	2618	4239	3481	4272	4774	4980
NFRAN_RS12090	NZ_LR216287.1	2581470	2582594	+	1125	3274	3950	3761	4012	4194	5752	5179	5299	6740	6854
NFRAN_RS12095	NZ_LR216287.1	2582572	2583579	+	1008	4208	4821	4056	3870	4767	6953	6388	6813	8892	8917
NFRAN_RS12100	NZ_LR216287.1	2583586	2585499	+	1914	11154	11873	9956	10571	12882	17977	16531	17051	21536	21411
NFRAN_RS12105	NZ_LR216287.1	2585508	2586380	+	873	13343	14578	10908	10273	13790	19238	16929	17053	23752	23825
NFRAN_RS12110	NZ_LR216287.1	2586462	2586791	-	330	417	208	482	447	470	478	367	471	507	726
NFRAN_RS12115	NZ_LR216287.1	2587094	2588296	+	1203	7130	7545	7976	7756	7386	7641	6916	7396	8847	8680
NFRAN_RS12120	NZ_LR216287.1	2589113	2589487	+	375	909	1528	1507	1366	1506	1892	1633	1540	2847	2298
NFRAN_RS12125	NZ_LR216287.1	2589548	2590063	+	516	22758	18620	23608	15172	18778	16784	16455	14842	19557	19804
NFRAN_RS12130	NZ_LR216287.1	2590063	2590593	+	531	12529	10841	13646	11900	12319	11570	9593	10430	12003	13568
NFRAN_RS12135	NZ_LR216287.1	2590600	2591760	+	1161	32263	35647	36479	25735	30258	29024	28627	25563	34623	31916
NFRAN_RS12140	NZ_LR216287.1	2591760	2593061	+	1302	35965	34187	40712	33017	33041	31188	29532	28855	38860	34594
NFRAN_RS12145	NZ_LR216287.1	2593058	2593558	+	501	11801	10147	13539	13539	12417	13357	11102	9791	12964	13161
NFRAN_RS12150	NZ_LR216287.1	2593548	2594069	+	522	28695	28750	29106	21218	22604	24396	21084	22281	29844	25924
NFRAN_RS12155	NZ_LR216287.1	2594053	2594355	+	303	2256	2089	2570	2265	2109	2193	1490	1817	2307	1983
NFRAN_RS12160	NZ_LR216287.1	2594461	2596284	+	1824	14962	16305	15243	14592	20021	23891	23121	21342	25347	28103
NFRAN_RS12165	NZ_LR216287.1	2596295	2598409	+	2115	21712	26095	20451	19990	29161	35974	35055	33318	41384	42325
NFRAN_RS12170	NZ_LR216287.1	2598431	2599930	+	1500	22209	26950	22147	21362	30157	37461	34848	34215	43991	41666
NFRAN_RS12175	NZ_LR216287.1	2600659	2601654	-	996	1858	1386	2310	2239	1659	1578	1594	1248	1392	1982
NFRAN_RS12180	NZ_LR216287.1	2603325	2603804	-	480	0	18	0	0	5	2	1	0	0	20
NFRAN_RS12185	NZ_LR216287.1	2603750	2603938	-	189	0	0	0	0	0	0	2	0	0	2
NFRAN_RS14040	NZ_LR216287.1	2604041	2604199	+	159	439	386	462	660	313	285	150	209	299	234
NFRAN_RS12190	NZ_LR216287.1	2604423	2605010	-	588	1130	1126	1532	1657	1414	1432	1295	1225	1685	2122
NFRAN_RS12195	NZ_LR216287.1	2605894	2606829	+	936	4610	6799	6589	4816	3076	2361	1265	1151	1457	2057
NFRAN_RS12200	NZ_LR216287.1	2606995	2607603	+	609	88	239	111	99	80	63	56	16	39	83
NFRAN_RS12205	NZ_LR216287.1	2607816	2608499	-	684	1365	1802	2079	2059	1246	1081	752	808	936	1003
NFRAN_RS12215	NZ_LR216287.1	2609237	2609962	+	726	654	762	710	914	843	1568	1248	1172	1471	2129
NFRAN_RS12220	NZ_LR216287.1	2610096	2611292	+	1197	774	919	711	836	697	1108	933	919	1253	1330
NFRAN_RS12225	NZ_LR216287.1	2611298	2612185	-	888	3677	3694	3594	3201	3788	5135	4000	4551	5216	5262
NFRAN_RS12230	NZ_LR216287.1	2612500	2612820	+	321	108	214	161	162	122	111	91	66	127	115
NFRAN_RS12235	NZ_LR216287.1	2613383	2614150	-	768	1028	1096	1382	1066	1057	1660	1648	1187	1860	1901
NFRAN_RS12240	NZ_LR216287.1	2615081	2615776	-	696	448	495	617	715	385	340	235	191	250	378
NFRAN_RS13430	NZ_LR216287.1	2616906	2617151	-	246	36	14	34	31	18	23	23	32	18	69
NFRAN_RS12245	NZ_LR216287.1	2617431	2618036	-	606	135	136	179	160	281	169	168	206	218	319
NFRAN_RS12250	NZ_LR216287.1	2618227	2620140	-	1914	2125	2468	2755	2061	1963	2932	1909	2273	3078	3167
NFRAN_RS12255	NZ_LR216287.1	2620924	2621646	-	723	5583	4925	6079	6688	5885	6056	5068	5539	5825	7574
NFRAN_RS12260	NZ_LR216287.1	2622581	2623036	+	456	150	219	190	203	214	193	129	111	176	198
NFRAN_RS12265	NZ_LR216287.1	2623037	2624083	-	1047	6251	6325	7564	7821	6440	6989	6257	6008	7770	9061
NFRAN_RS12270	NZ_LR216287.1	2624251	2624874	-	624	1364	1100	1851	1920	1390	1157	812	986	767	1290
NFRAN_RS12275	NZ_LR216287.1	2624958	2625374	-	417	1520	1302	1925	2041	1487	1265	890	840	1050	1498
NFRAN_RS12280	NZ_LR216287.1	2625620	2625916	+	297	1612	1198	1954	2067	1876	2150	1680	1783	1860	2230
NFRAN_RS12285	NZ_LR216287.1	2625918	2626925	-	1008	1110	998	1041	969	1376	1606	1287	1602	2233	2156
NFRAN_RS12290	NZ_LR216287.1	2627144	2628013	+	870	1469	1726	1868	1836	1868	1695	1710	1723	1912	2405
NFRAN_RS12295	NZ_LR216287.1	2628304	2629455	+	1152	892	939	849	732	999	1836	1408	1265	1964	2206
NFRAN_RS12300	NZ_LR216287.1	2629479	2629913	-	435	2117	2003	2585	2580	2696	3075	3351	2648	4145	3736
NFRAN_RS14045	NZ_LR216287.1	2630001	2630159	+	159	4392	8343	6638	5296	7878	7140	6310	7320	10768	10394
NFRAN_RS12305	NZ_LR216287.1	2630189	2631259	-	1071	3214	3261	3655	3322	3908	4418	4630	4262	6019	6040
NFRAN_RS12310	NZ_LR216287.1	2631643	2632407	+	765	2198	1929	2058	2103	2273	2979	2517	2496	3513	3745
NFRAN_RS12315	NZ_LR216287.1	2632419	2633054	-	636	7492	7196	7830	7502	7416	8249	7354	7537	7934	9597
NFRAN_RS12320	NZ_LR216287.1	2633170	2634600	-	1431	25335	23797	29824	27405	27599	26782	22030	23055	26947	29639
NFRAN_RS12325	NZ_LR216287.1	2634744	2635139	-	396	2677	1824	2863	2336	2422	2388	1721	2187	2768	3768
NFRAN_RS12330	NZ_LR216287.1	2635168	2635470	-	303	3449	3302	5685	6615	4414	3869	3336	3484	4464	5040
NFRAN_RS12335	NZ_LR216287.1	2635538	2635843	-	306	125	170	131	257	212	282	223	266	413	425
NFRAN_RS12340	NZ_LR216287.1	2635892	2636104	+	213	616	911	960	985	1150	1357	1206	1222	1805	1935
NFRAN_RS12345	NZ_LR216287.1	2636203	2637927	+	1725	36213	37081	43203	39897	36380	37744	34272	35305	39971	46769
NFRAN_RS12350	NZ_LR216287.1	2637947	2638849	-	903	1623	1667	1472	1616	1826	2683	2261	2432	3094	3287
NFRAN_RS12355	NZ_LR216287.1	2638898	2639584	-	687	6487	6333	6255	6867	8153	12411	10329	10516	12540	13404
NFRAN_RS12360	NZ_LR216287.1	2639600	2640682	-	1083	19100	21156	19568	16981	21921	34569	29604	28526	34772	37455
NFRAN_RS12365	NZ_LR216287.1	2640907	2641164	+	258	988	1156	1396	1252	1471	1667	1493	1377	1921	1609
NFRAN_RS12370	NZ_LR216287.1	2641266	2642468	+	1203	6717	7098	7012	6194	8201	11445	10081	9625	12673	13783
NFRAN_RS12375	NZ_LR216287.1	2642455	2643327	+	873	5795	8076	5974	5319	6451	8300	7109	7339	10133	10751
NFRAN_RS12380	NZ_LR216287.1	2643455	2644507	+	1053	18723	18129	17934	15472	17213	23948	20074	20776	25703	28247
NFRAN_RS12385	NZ_LR216287.1	2644504	2645301	+	798	8400	8199	7259	6897	7754	8484	6581	8105	11156	11120
NFRAN_RS12390	NZ_LR216287.1	2645283	2646497	+	1215	10605	11400	12865	11029	12168	13512	11146	12098	14996	16200
NFRAN_RS12395	NZ_LR216287.1	2646490	2646927	+	438	7752	7016	8439	7370	9090	10461	8815	8533	10423	12554
NFRAN_RS12400	NZ_LR216287.1	2647067	2648293	+	1227	10133	9205	9856	8673	10892	13016	11297	11964	14840	16785
NFRAN_RS12405	NZ_LR216287.1	2648280	2648453	+	174	2741	2305	3568	3886	3647	2888	2716	2536	3575	4524
NFRAN_RS12410	NZ_LR216287.1	2648441	2649322	+	882	13188	12249	13983	12890	13194	13843	12233	12112	14778	15742
NFRAN_RS12415	NZ_LR216287.1	2649362	2650471	+	1110	26799	23592	26684	20999	26877	31445	29155	29980	36186	41462
NFRAN_RS12420	NZ_LR216287.1	2650574	2651686	+	1113	5501	5280	5437	4831	6208	8384	7157	7341	8932	9611
NFRAN_RS12425	NZ_LR216287.1	2651761	2653278	+	1518	2600	3499	2375	2580	3015	3914	3636	3719	3497	4758
NFRAN_RS12430	NZ_LR216287.1	2653323	2654261	+	939	626	809	717	771	905	948	937	951	1000	1305
NFRAN_RS12435	NZ_LR216287.1	2654334	2655254	-	921	12634	14564	16898	14321	15297	16504	14920	13113	16961	17749
NFRAN_RS12440	NZ_LR216287.1	2655429	2656817	+	1389	8573	7115	9880	8549	7877	8151	7471	6783	8108	8849
NFRAN_RS12445	NZ_LR216287.1	2656949	2657047	-	99	113	188	129	202	179	187	170	165	252	315
NFRAN_RS12450	NZ_LR216287.1	2657189	2657482	+	294	3485	4026	4972	4785	5523	7698	6518	6040	8898	8896
NFRAN_RS14050	NZ_LR216287.1	2657896	2658837	+	942	9840	9716	9544	13449	12686	14657	15499	12690	12505	19436
NFRAN_RS12455	NZ_LR216287.1	2658854	2659180	-	327	934	1427	1167	1063	1370	1504	1433	1556	1847	2299
NFRAN_RS12460	NZ_LR216287.1	2659251	2659892	-	642	459	701	562	643	689	558	556	507	656	836
NFRAN_RS12465	NZ_LR216287.1	2659937	2661193	+	1257	12928	12534	10693	9856	13788	18051	16442	16657	21474	22215
NFRAN_RS12470	NZ_LR216287.1	2661315	2661389	+	75	72	172	96	81	107	140	86	139	172	361
NFRAN_RS12475	NZ_LR216287.1	2661414	2663195	-	1782	6365	6230	5624	5703	6709	11031	8845	9275	11470	12005
NFRAN_RS12480	NZ_LR216287.1	2663210	2663380	-	171	341	381	467	385	365	531	539	414	769	554
NFRAN_RS12485	NZ_LR216287.1	2663491	2664009	+	519	404	583	637	532	500	533	505	387	723	590
NFRAN_RS12490	NZ_LR216287.1	2664119	2665255	-	1137	9459	9142	9561	8290	9549	13011	11554	12378	13322	15504
NFRAN_RS12495	NZ_LR216287.1	2665317	2666624	-	1308	4423	4662	4934	4377	4915	6073	4910	5851	6956	7643
NFRAN_RS12500	NZ_LR216287.1	2666956	2667264	+	309	2422	3362	4263	3401	3955	3514	2859	2983	4175	3706
NFRAN_RS14055	NZ_LR216287.1	2667279	2667494	-	216	38	90	64	28	90	83	45	72	74	99
NFRAN_RS12505	NZ_LR216287.1	2667607	2668305	+	699	1200	867	1158	1059	1208	1072	841	849	1126	1135
NFRAN_RS12510	NZ_LR216287.1	2668312	2669226	-	915	12005	9686	13580	12185	12087	15786	12049	12391	17457	15785
NFRAN_RS12515	NZ_LR216287.1	2669545	2671995	+	2451	9451	7923	9797	9782	9130	11075	9708	9285	10601	13421
NFRAN_RS12520	NZ_LR216287.1	2672147	2673106	+	960	3045	2611	2959	3104	2493	3347	3049	3206	3088	3472
NFRAN_RS12525	NZ_LR216287.1	2673107	2674600	+	1494	2093	1717	2459	2243	2135	2652	2133	1847	2546	2713
NFRAN_RS12530	NZ_LR216287.1	2674607	2675044	-	438	4910	5756	4143	3801	3054	2713	1783	3185	4702	3712
NFRAN_RS12535	NZ_LR216287.1	2675202	2676926	+	1725	5898	6421	6409	7213	6068	7430	8098	7183	8565	9780
NFRAN_RS12540	NZ_LR216287.1	2677071	2678417	+	1347	5120	4288	4786	5119	5657	8261	6747	6988	7734	10374
NFRAN_RS12545	NZ_LR216287.1	2678448	2679149	+	702	11538	13186	12387	11218	12792	20294	18901	17893	23927	23918
NFRAN_RS12550	NZ_LR216287.1	2679169	2679816	-	648	3292	2453	3522	3218	3360	4785	4229	4083	5210	6001
NFRAN_RS12555	NZ_LR216287.1	2680240	2681433	+	1194	1372	1301	1321	1312	1484	1551	1476	1618	1698	2169
NFRAN_RS12560	NZ_LR216287.1	2681467	2682588	-	1122	1115	1303	1476	1514	1608	1617	1549	1472	1602	1960
NFRAN_RS12565	NZ_LR216287.1	2682637	2683272	+	636	652	528	742	524	832	869	861	863	998	1281
NFRAN_RS12570	NZ_LR216287.1	2683269	2683832	-	564	3244	4386	3785	3856	5531	7159	5932	6729	7567	10004
NFRAN_RS12575	NZ_LR216287.1	2684156	2685541	+	1386	9524	9680	8099	8408	11157	15086	15003	13516	16246	21027
NFRAN_RS12580	NZ_LR216287.1	2685538	2685723	-	186	272	166	285	317	320	434	431	321	481	585
NFRAN_RS12585	NZ_LR216287.1	2685803	2686312	+	510	1126	1243	1227	1450	1556	2136	1853	1646	2044	2475
NFRAN_RS12595	NZ_LR216287.1	2686800	2687231	+	432	5243	6854	6521	6399	10259	12217	10703	11362	13733	17273
NFRAN_RS12600	NZ_LR216287.1	2687350	2688324	-	975	5131	6398	6255	7088	6522	8828	7898	7786	8902	10675
NFRAN_RS12605	NZ_LR216287.1	2688377	2689924	-	1548	7095	6919	8207	7673	9314	11658	9871	9296	11485	14065
NFRAN_RS12610	NZ_LR216287.1	2690081	2690809	+	729	333	312	296	337	304	349	395	375	449	583
NFRAN_RS12615	NZ_LR216287.1	2690806	2692128	-	1323	1780	2566	1791	1783	2851	4272	4129	3861	4902	5174
NFRAN_RS12620	NZ_LR216287.1	2693344	2694812	+	1469	281	2818	567	157	129	76	108	187	248	96
NFRAN_RS12625	NZ_LR216287.1	2695749	2698716	+	2968	171	160	143	118	76	68	74	106	82	67
NFRAN_RS12630	NZ_LR216287.1	2698925	2699752	+	828	2076	5569	3589	2653	2580	1622	1199	1582	1603	2484
NFRAN_RS12635	NZ_LR216287.1	2699816	2700169	+	354	1605	4828	2628	2124	1772	2194	1874	1805	2264	2590
NFRAN_RS12640	NZ_LR216287.1	2700166	2701242	-	1077	4511	4395	5497	5244	5511	5775	4636	4688	5929	6643
NFRAN_RS12645	NZ_LR216287.1	2701232	2701699	-	468	2904	3262	3885	3677	3360	2792	2581	2499	2599	2833
NFRAN_RS12650	NZ_LR216287.1	2702746	2703039	-	294	7	22	26	42	22	20	4	8	19	24
NFRAN_RS12655	NZ_LR216287.1	2703668	2703889	+	222	106	644	234	67	75	100	39	29	56	69
NFRAN_RS12665	NZ_LR216287.1	2705551	2707014	-	1464	2822	3138	2278	3140	3306	4245	5382	4519	4738	5953
NFRAN_RS12670	NZ_LR216287.1	2708109	2708312	-	204	14054	10253	16692	22223	17681	13970	12921	12565	11858	16781
NFRAN_RS12675	NZ_LR216287.1	2708626	2708994	+	369	60	1572	155	79	74	39	36	21	13	42
NFRAN_RS12680	NZ_LR216287.1	2710421	2711326	-	906	2606	2767	2723	2535	2624	3128	2952	2864	3884	3943
NFRAN_RS12685	NZ_LR216287.1	2712983	2713957	+	975	1409	2026	1520	1317	1102	1308	1285	1061	1278	1782
NFRAN_RS12690	NZ_LR216287.1	2714674	2714988	+	315	93	186	127	123	71	60	50	60	59	54
NFRAN_RS12695	NZ_LR216287.1	2715373	2715780	-	408	196	346	410	344	382	359	296	357	280	403
NFRAN_RS12700	NZ_LR216287.1	2716155	2716859	-	705	1335	1312	1689	1510	1370	1741	1759	1404	1934	2437
NFRAN_RS12705	NZ_LR216287.1	2717007	2717504	-	498	46	32	86	66	41	54	22	68	84	49
NFRAN_RS12710	NZ_LR216287.1	2717909	2718715	-	807	381	516	355	433	424	585	493	441	748	652
NFRAN_RS14060	NZ_LR216287.1	2718921	2719232	+	312	78	373	35	30	23	52	23	26	66	68
NFRAN_RS12715	NZ_LR216287.1	2720112	2720342	-	231	4	58	36	40	46	68	104	60	116	94
NFRAN_RS12720	NZ_LR216287.1	2720577	2720912	-	336	6	18	12	0	6	20	4	40	8	4
NFRAN_RS12725	NZ_LR216287.1	2721934	2722113	-	180	22	2	6	2	12	10	6	8	21	10
NFRAN_RS12730	NZ_LR216287.1	2723053	2723274	+	222	0	82	5	20	8	14	14	20	15	24
NFRAN_RS12735	NZ_LR216287.1	2723588	2724469	+	882	240	604	237	305	339	358	421	460	373	613
NFRAN_RS12740	NZ_LR216287.1	2724478	2725296	+	819	62	95	40	48	79	71	63	65	73	90
NFRAN_RS12745	NZ_LR216287.1	2725699	2726685	+	987	513	605	530	395	400	537	514	493	707	694
NFRAN_RS12750	NZ_LR216287.1	2727132	2727389	+	258	9244	5286	7817	12685	10096	11233	11491	11909	11316	15397
NFRAN_RS12755	NZ_LR216287.1	2727941	2728870	+	930	1600	1760	1584	1825	2722	3716	3161	3145	3808	4461
NFRAN_RS12760	NZ_LR216287.1	2729032	2730189	+	1158	3721	4929	4522	3457	3738	4820	4997	4682	5685	6594
NFRAN_RS12765	NZ_LR216287.1	2730505	2731698	+	1194	2569	3323	2881	2777	2842	3986	4043	4124	4782	5754
NFRAN_RS12770	NZ_LR216287.1	2731874	2732239	-	366	910	851	1228	1097	1205	707	672	699	660	962
NFRAN_RS12775	NZ_LR216287.1	2732378	2734072	+	1695	901	1584	837	881	812	1450	1390	1152	1240	1768
NFRAN_RS12780	NZ_LR216287.1	2734365	2734553	+	189	13	25	13	7	2	16	17	22	15	3
NFRAN_RS12785	NZ_LR216287.1	2734596	2734976	+	381	6	85	15	17	17	54	12	8	29	44
NFRAN_RS12790	NZ_LR216287.1	2735009	2735692	+	684	10000	8468	9926	10493	12543	15861	13940	14067	16064	18345
NFRAN_RS12795	NZ_LR216287.1	2735711	2736613	+	903	16775	16136	16389	15282	20569	24842	22949	22858	26663	29057
NFRAN_RS12800	NZ_LR216287.1	2736818	2737135	-	318	9791	7589	13475	8413	12495	16364	8240	23508	34405	16314
NFRAN_RS12805	NZ_LR216287.1	2737172	2737720	-	549	2555	1967	2678	2333	2499	2624	2158	1931	2695	3033
NFRAN_RS12810	NZ_LR216287.1	2737846	2738298	+	453	2897	2310	3143	3507	3353	3902	2934	3323	3457	4778
NFRAN_RS12815	NZ_LR216287.1	2738371	2738556	+	186	2731	2728	3486	3832	3451	4263	3796	3509	3885	4681
NFRAN_RS12820	NZ_LR216287.1	2738630	2738887	+	258	569	1216	775	935	846	1378	1013	1240	1536	1663
NFRAN_RS12825	NZ_LR216287.1	2738924	2739232	+	309	2591	2791	3942	3678	3292	3598	2493	2586	3261	3594
NFRAN_RS12830	NZ_LR216287.1	2739334	2739933	+	600	787	1248	1384	1279	1273	1465	1186	1246	1403	1871
NFRAN_RS12835	NZ_LR216287.1	2740190	2740576	+	387	80855	212523	114617	101241	56155	54968	31350	32053	29391	30504
NFRAN_RS12840	NZ_LR216287.1	2740653	2741525	-	873	529	708	597	615	472	663	495	536	725	786
