Geneid	Chr	Start	End	Strand	Length	./Nvie_BF1_mRNA_sorted.bam	./Nvie_BF2_mRNA_sorted.bam	./Nvie_BF3_mRNA_sorted.bam	./Nvie_BF4_mRNA_sorted.bam	./Nvie_BF5_mRNA_sorted.bam	./Nvie_ctrl1_mRNA_sorted.bam	./Nvie_ctrl2_mRNA_sorted.bam	./Nvie_ctrl3_mRNA_sorted.bam	./Nvie_ctrl4_mRNA_sorted.bam	./Nvie_ctrl5_mRNA_sorted.bam
NVIE_025560	CP007536.1	2147785	2148594	+	810	1470	1588	1274	1551	1710	3917	2852	2639	2566	1919
NVIE_025570	CP007536.1	2148591	2150519	+	1929	3852	6055	4386	3580	6238	9747	7671	8835	6988	6498
NVIE_025580	CP007536.1	2150506	2150739	-	234	41	28	43	42	27	66	57	19	41	36
NVIE_025590	CP007536.1	2150871	2152079	+	1209	2690	3611	4216	2998	3288	2449	2447	2046	2324	1405
NVIE_025600	CP007536.1	2152111	2152944	+	834	2079	2933	2099	1773	2499	4873	4549	4891	3985	3806
NVIE_025610	CP007536.1	2152956	2153531	-	576	1408	1083	1710	1727	906	320	375	286	349	185
NVIE_025620	CP007536.1	2153596	2153781	-	186	35	20	32	34	41	87	73	58	55	41
NVIE_025630	CP007536.1	2153787	2155256	-	1470	9957	13875	14959	11279	16449	22345	20551	18636	13699	13700
NVIE_025640	CP007536.1	2155505	2156596	-	1092	184	281	229	385	393	420	422	421	395	243
NVIE_t0310	CP007536.1	2156874	2156966	+	93	55	94	60	84	136	261	277	223	197	194
NVIE_025650	CP007536.1	2157070	2158395	+	1326	344	449	436	348	523	1163	969	956	752	715
NVIE_2621	CP007536.1	2158405	2158551	-	147	4	43	11	26	42	92	77	48	50	35
NVIE_025660	CP007536.1	2159247	2159882	-	636	0	15	18	14	8	7	22	13	11	18
NVIE_025680	CP007536.1	2160764	2160859	-	96	1	24	5	20	12	10	18	38	30	28
NVIE_025690	CP007536.1	2161039	2161587	-	549	48	60	62	50	43	40	35	40	40	24
NVIE_025700	CP007536.1	2161825	2163492	+	1668	225	234	193	242	247	245	264	243	207	164
NVIE_025710	CP007536.1	2163541	2164344	-	804	171	352	221	390	490	878	752	760	651	474
NVIE_025720	CP007536.1	2164393	2165616	-	1224	771	970	874	782	1256	1947	1960	1845	1553	1331
NVIE_025730	CP007536.1	2165766	2166536	+	771	610	800	872	668	710	964	908	883	637	578
NVIE_025740	CP007536.1	2166529	2168769	-	2241	2465	3907	3343	3114	4367	4719	4254	4645	3560	3001
NVIE_025750	CP007536.1	2168739	2169443	-	705	1205	1839	1915	1529	2424	2956	2639	2623	1915	1984
NVIE_025760	CP007536.1	2169448	2170491	-	1044	5617	8463	7724	8398	10374	13143	11492	12961	10012	8423
NVIE_025770	CP007536.1	2170517	2172250	-	1734	2938	4762	4120	4708	5847	7881	7239	7959	5952	5193
NVIE_025780	CP007536.1	2172247	2172945	-	699	165	237	192	247	264	336	343	461	287	234
NVIE_025790	CP007536.1	2173023	2173553	+	531	274	293	289	493	373	288	301	437	306	282
NVIE_025800	CP007536.1	2173564	2174550	+	987	1593	2186	2089	1973	2553	2853	2950	2808	2060	1826
NVIE_025810	CP007536.1	2174560	2174823	+	264	63	42	34	45	73	67	65	78	67	35
NVIE_025820	CP007536.1	2177330	2178049	-	720	766	985	1128	714	848	1090	962	810	629	461
NVIE_2639	CP007536.1	2177988	2178224	-	237	140	250	216	177	304	171	164	133	97	111
NVIE_025830	CP007536.1	2178387	2178635	+	249	464	710	1013	523	664	600	621	485	523	318
NVIE_025840	CP007536.1	2178632	2178820	+	189	42	54	55	44	53	62	86	50	50	47
NVIE_025850	CP007536.1	2178833	2179087	-	255	573	1468	1171	938	1497	2164	2166	2452	1635	1581
NVIE_025860	CP007536.1	2179091	2179276	-	186	102	163	174	134	247	679	682	881	632	509
NVIE_025870	CP007536.1	2179435	2179785	+	351	132	214	245	211	226	86	100	103	55	42
NVIE_025880	CP007536.1	2179938	2180705	+	768	3085	5050	3707	2845	4885	8168	8238	7787	6950	5964
NVIE_025890	CP007536.1	2180909	2181220	-	312	64	74	102	148	154	163	164	129	122	96
NVIE_025900	CP007536.1	2181333	2182121	-	789	5274	7145	5888	4672	7345	10349	8419	8290	8583	6700
NVIE_025910	CP007536.1	2182151	2182717	-	567	3706	3262	3799	2954	3429	5394	4801	4903	5474	2893
NVIE_025920	CP007536.1	2182789	2185320	-	2532	7450	9023	9388	7505	9401	10561	9723	9235	8806	6501
NVIE_025930	CP007536.1	2185416	2186813	-	1398	10887	14214	15620	9783	13267	17561	15182	13875	14710	10356
NVIE_025940	CP007536.1	2186966	2187136	+	171	13961	24843	29103	23752	23868	13001	16209	15294	10640	9202
NVIE_025950	CP007536.1	2187161	2187379	+	219	2440	2630	2927	3174	2665	2054	2193	2006	1644	1225
NVIE_025960	CP007536.1	2187494	2188441	-	948	8307	11901	11787	8592	11043	10954	9559	10485	7291	6755
NVIE_025970	CP007536.1	2188564	2189091	+	528	13034	19917	18610	16865	22626	24917	24715	27827	18998	18901
NVIE_025980	CP007536.1	2189103	2189657	-	555	579	959	796	615	1070	842	777	833	813	555
NVIE_025990	CP007536.1	2189714	2191318	-	1605	1577	2312	2321	1973	2820	3132	2671	2800	2042	1988
NVIE_026000	CP007536.1	2191568	2192743	+	1176	610	1007	944	668	1038	1273	1208	1381	1148	901
NVIE_026010	CP007536.1	2192800	2194119	-	1320	6122	8273	8151	6190	8729	11821	9234	9059	9241	7219
NVIE_026020	CP007536.1	2194129	2194737	-	609	1138	1433	1494	1338	1407	1735	1479	1401	1166	936
NVIE_026030	CP007536.1	2194945	2195211	+	267	41	44	75	26	39	70	145	59	68	25
NVIE_026040	CP007536.1	2195208	2195720	-	513	8389	12421	12513	8130	11822	14355	13981	12082	9499	8027
NVIE_026050	CP007536.1	2195784	2196164	-	381	528	822	801	540	440	369	654	334	280	299
NVIE_026060	CP007536.1	2196172	2197020	-	849	3657	3678	5092	3815	3541	2985	2421	2456	2465	1578
NVIE_026070	CP007536.1	2197007	2197723	+	717	793	856	684	583	963	1416	1251	1234	1733	908
NVIE_026080	CP007536.1	2197713	2198801	+	1089	5355	7899	7186	5660	8695	12934	10194	9924	9854	7868
NVIE_026090	CP007536.1	2198798	2200219	-	1422	1947	3052	2563	1496	2972	4266	3308	3704	3812	2959
NVIE_026100	CP007536.1	2200220	2200552	+	333	16869	26987	39071	26443	24413	15660	20306	13503	11597	10767
NVIE_026110	CP007536.1	2200560	2200808	-	249	284	281	329	313	329	576	547	541	585	279
NVIE_026120	CP007536.1	2200882	2201100	-	219	518	734	638	780	731	1543	1290	1208	1231	902
NVIE_026130	CP007536.1	2201145	2201420	-	276	246	392	450	332	303	156	147	123	129	82
NVIE_026140	CP007536.1	2201502	2202347	+	846	5477	5948	7496	6946	6018	3420	3810	4081	3524	2613
NVIE_026150	CP007536.1	2202423	2202656	+	234	431	625	661	450	594	905	787	852	629	603
NVIE_026160	CP007536.1	2203014	2203265	+	252	38	33	42	30	33	43	56	42	30	29
NVIE_026170	CP007536.1	2203622	2203876	+	255	1477	2033	2273	3004	2137	2989	3058	3123	2403	1673
NVIE_026180	CP007536.1	2203965	2204578	+	614	807	1338	1235	964	1223	1627	2180	1713	1651	1100
NVIE_026200	CP007536.1	2204926	2205096	+	171	28	123	88	115	85	119	117	150	80	98
NVIE_026210	CP007536.1	2205175	2205477	-	303	1002	1268	1518	1948	1412	752	554	739	601	431
NVIE_026220	CP007536.1	2205697	2205822	+	126	69	93	85	106	83	82	64	139	63	89
NVIE_026230	CP007536.1	2205868	2206167	-	300	1187	1713	1567	1449	1608	1890	2128	2279	1803	1566
NVIE_026240	CP007536.1	2206247	2207287	+	1041	9785	17587	12352	9491	15246	25013	20271	23276	16448	16749
NVIE_026250	CP007536.1	2207333	2207566	+	234	4738	3957	4170	6996	5233	7659	7919	7300	6183	4819
NVIE_026260	CP007536.1	2207631	2208326	-	696	3413	5501	5135	3944	5043	4975	4575	4506	3482	2894
NVIE_026270	CP007536.1	2208387	2209022	-	636	6	12	11	9	9	7	6	31	25	22
NVIE_026280	CP007536.1	2209267	2209410	+	144	838	764	1081	581	904	1494	1645	1202	1706	993
NVIE_026290	CP007536.1	2209411	2210217	-	807	4599	7402	8611	5533	6263	4517	4554	4350	3596	2777
NVIE_026300	CP007536.1	2210299	2210631	+	333	7530	9613	10031	8263	11444	14305	12801	13772	10550	9210
NVIE_026310	CP007536.1	2210654	2211277	-	624	1299	1703	2054	1284	1619	1866	1929	1733	1478	1089
NVIE_026320	CP007536.1	2211374	2211583	+	210	620	682	475	755	786	754	731	943	802	565
NVIE_026330	CP007536.1	2211616	2212281	-	666	1957	2464	2150	1633	2801	4439	4075	4039	2980	2804
NVIE_026340	CP007536.1	2212298	2212684	-	387	1371	2440	1799	1181	2187	3462	2781	3696	2335	2786
NVIE_026350	CP007536.1	2212665	2215025	-	2361	6205	8829	6994	5341	7903	9206	8202	8682	7726	6855
NVIE_026360	CP007536.1	2215091	2217442	-	2352	6381	8255	6092	4453	8391	13972	11182	11964	12617	9507
NVIE_026370	CP007536.1	2217544	2218668	+	1125	4408	7453	8086	4773	5999	5575	5001	4383	4493	3189
NVIE_026380	CP007536.1	2218631	2219290	-	660	2195	3319	2947	2068	3226	2823	3247	2886	2269	1921
NVIE_026390	CP007536.1	2219301	2220167	-	867	12754	21396	21208	12176	19104	22731	20298	20934	16483	14738
NVIE_026400	CP007536.1	2220335	2220532	+	198	474	472	372	597	396	502	446	452	487	287
NVIE_026410	CP007536.1	2220585	2221343	+	759	1993	3083	2623	1967	2847	3254	3072	2851	2325	1905
NVIE_026420	CP007536.1	2221387	2221782	-	396	14620	19264	17474	18148	18773	18416	17401	19812	15335	12764
NVIE_026430	CP007536.1	2221914	2222879	-	966	6436	16016	11664	6877	10957	10968	9467	11367	8067	8227
NVIE_026440	CP007536.1	2223053	2223943	-	891	27432	42813	49332	43103	46551	37298	36493	39080	26623	24750
NVIE_026450	CP007536.1	2224048	2225055	-	1008	1696	2812	2887	1770	3251	2876	2866	2758	1797	1936
NVIE_026460	CP007536.1	2225036	2225893	-	858	4106	6011	5876	4449	6630	6082	5435	5941	4133	4076
NVIE_026470	CP007536.1	2226051	2226278	+	228	842	1930	2294	2257	2300	1823	1380	1449	997	967
NVIE_026480	CP007536.1	2226268	2227278	-	1011	3783	4102	3872	2362	3371	4418	3271	3112	3648	2553
NVIE_026490	CP007536.1	2227288	2227926	-	639	1591	1905	1688	1582	1963	2169	1785	1904	1573	1435
NVIE_026500	CP007536.1	2228019	2228492	-	474	1256	2173	2808	3013	2123	634	826	699	478	464
NVIE_026510	CP007536.1	2228841	2229245	+	405	13	33	37	46	68	79	71	75	27	34
NVIE_026520	CP007536.1	2229330	2230052	-	723	1850	2723	2777	2151	3155	3353	3160	3271	2356	1848
NVIE_026530	CP007536.1	2230089	2233976	-	3888	2550	3871	3810	3315	4821	4993	4958	4920	3810	3280
NVIE_026540	CP007536.1	2234053	2234343	-	291	274	237	463	689	389	297	228	274	212	125
NVIE_026550	CP007536.1	2234592	2234816	+	225	51	52	57	60	125	107	102	81	59	59
NVIE_2715	CP007536.1	2234875	2235246	-	372	69	140	134	72	167	105	144	157	82	59
NVIE_026560	CP007536.1	2235186	2235530	-	345	30	28	53	38	35	18	36	32	13	7
NVIE_026570	CP007536.1	2235572	2235793	-	222	13	8	14	4	1	2	13	6	12	2
NVIE_026580	CP007536.1	2235914	2236552	-	639	2175	3081	3634	3396	3689	2800	2554	2880	2201	1683
NVIE_026590	CP007536.1	2236643	2238994	-	2352	5554	3732	8993	6358	6663	3075	2959	2256	2490	1699
NVIE_026600	CP007536.1	2239036	2239671	+	636	5022	2285	9616	9856	7963	1873	1896	1654	1211	1091
NVIE_026610	CP007536.1	2239686	2240369	+	684	8464	3769	15003	16200	11883	3156	3347	2816	1900	1970
NVIE_026620	CP007536.1	2240392	2240718	-	327	27	19	42	26	16	31	26	22	26	21
NVIE_026630	CP007536.1	2240873	2241688	-	816	1199	1726	1703	1431	2296	1876	1700	1862	1431	1238
NVIE_026640	CP007536.1	2241736	2242116	-	381	4494	7146	7951	5311	7606	7733	7556	6939	4422	5000
NVIE_2725	CP007536.1	2242217	2242798	+	582	2	8	7	12	0	10	6	4	8	8
NVIE_026650	CP007536.1	2242426	2243109	+	684	19	7	0	18	15	30	6	17	13	4
NVIE_026660	CP007536.1	2243127	2244497	+	1371	154	337	352	310	355	412	423	402	271	291
NVIE_026670	CP007536.1	2244566	2244784	+	219	0	0	8	4	0	2	0	6	6	7
NVIE_026680	CP007536.1	2244925	2245260	+	336	0	6	11	10	34	14	7	14	12	6
NVIE_026690	CP007536.1	2245293	2246705	+	1413	4	17	14	8	28	38	28	12	18	23
NVIE_026700	CP007536.1	2246677	2247309	+	633	89	154	159	199	242	293	260	365	347	251
NVIE_026710	CP007536.1	2247302	2247520	+	219	1139	1710	1524	2254	2007	2596	2695	2937	2034	1767
NVIE_026720	CP007536.1	2247793	2249523	+	1731	861	1344	1092	1009	1453	2602	2441	2244	1754	1454
NVIE_026730	CP007536.1	2249540	2249665	+	126	0	16	2	6	4	15	7	18	8	30
NVIE_026740	CP007536.1	2249700	2250059	+	360	6	20	13	0	13	8	2	13	6	2
NVIE_026750	CP007536.1	2250099	2250365	+	267	26	72	49	33	51	49	63	53	111	39
NVIE_026760	CP007536.1	2250398	2250607	+	210	10	11	18	10	4	26	16	18	33	5
NVIE_2738	CP007536.1	2250632	2251120	+	489	139	301	226	323	250	282	326	351	350	170
NVIE_2739	CP007536.1	2251217	2251408	+	192	293	470	401	518	567	594	751	759	701	466
NVIE_026770	CP007536.1	2251487	2251669	+	183	132	203	193	205	251	261	332	364	234	269
NVIE_026780	CP007536.1	2251711	2252190	+	480	16	21	2	8	27	24	46	21	43	21
NVIE_026790	CP007536.1	2252223	2253101	+	879	163	158	136	174	166	236	200	237	204	128
NVIE_026800	CP007536.1	2253101	2253466	+	366	0	16	22	15	29	28	13	45	25	18
NVIE_026810	CP007536.1	2253463	2253690	+	228	4	7	6	28	12	7	13	6	18	6
NVIE_026820	CP007536.1	2253695	2254072	+	378	10	18	6	0	2	13	19	10	16	6
NVIE_026830	CP007536.1	2254108	2255892	+	1785	323	460	459	408	495	766	702	685	547	492
NVIE_026840	CP007536.1	2255937	2256533	+	597	2376	3258	3550	2415	3516	3074	3095	2493	2281	1585
NVIE_026850	CP007536.1	2256695	2258185	+	1491	231	318	307	279	289	324	376	312	307	226
NVIE_026860	CP007536.1	2258226	2258789	+	564	24	28	26	10	20	28	17	12	8	43
NVIE_026870	CP007536.1	2258801	2259178	+	378	0	7	0	1	0	0	4	3	2	6
NVIE_026880	CP007536.1	2259194	2260675	+	1482	203	274	205	179	310	385	385	449	298	282
NVIE_026890	CP007536.1	2260712	2260981	+	270	2	14	28	7	10	33	5	28	18	12
NVIE_026900	CP007536.1	2260987	2261250	+	264	86	60	66	136	67	53	118	104	68	52
NVIE_026910	CP007536.1	2261331	2261618	-	288	86	211	156	214	189	300	376	367	334	200
NVIE_026920	CP007536.1	2261639	2262040	-	402	1186	1996	1986	1592	2215	2051	2226	2402	1766	1274
NVIE_2756	CP007536.1	2262084	2262149	-	66	47	42	26	72	44	85	125	154	150	60
NVIE_026930	CP007536.1	2262236	2263033	-	798	6449	10119	8766	6327	10287	13857	11461	11882	9689	8487
NVIE_026940	CP007536.1	2263169	2263576	-	408	121	294	192	164	366	826	802	884	646	511
NVIE_026950	CP007536.1	2263586	2264608	-	1023	1200	2538	1707	1126	2274	5818	6514	5558	4179	4205
NVIE_026960	CP007536.1	2264748	2265173	+	426	2984	2634	3479	4786	3956	2811	2481	2934	3158	1439
NVIE_026970	CP007536.1	2265280	2265960	-	681	727	816	911	1110	1122	1687	1462	1603	1314	1075
NVIE_026980	CP007536.1	2266144	2266644	-	501	2986	5622	6060	3783	4700	3837	4032	3249	2276	2153
NVIE_2763	CP007536.1	2266910	2267185	-	276	4544	6696	7331	5967	7337	8468	8609	10308	7149	6114
NVIE_027000	CP007536.1	2267443	2268153	-	711	270	581	695	507	627	707	705	577	439	393
NVIE_027010	CP007536.1	2268245	2268646	-	402	786	1204	1281	1018	1593	1868	1508	1723	1507	1034
NVIE_027020	CP007536.1	2268685	2268984	-	300	72	44	90	124	84	92	70	53	61	29
NVIE_2767	CP007536.1	2269202	2269594	+	393	138	207	181	223	174	124	138	173	80	88
NVIE_027030	CP007536.1	2269591	2270361	+	771	830	1448	1311	826	1281	1164	1096	1112	875	767
NVIE_027040	CP007536.1	2270358	2272367	+	2010	4288	6286	6532	4578	6604	5498	5173	4591	4604	3599
NVIE_027050	CP007536.1	2272382	2273668	+	1287	796	1225	1194	892	1306	1331	1022	1175	822	743
NVIE_027060	CP007536.1	2273714	2273905	-	192	50	72	58	14	100	116	165	168	122	103
NVIE_027070	CP007536.1	2273987	2275396	-	1410	8697	11714	9923	7933	12682	16239	14052	15156	15118	10998
NVIE_027080	CP007536.1	2275407	2276159	-	753	8199	14024	11100	9398	14449	21903	19057	20754	15044	15387
NVIE_027090	CP007536.1	2276189	2276299	-	111	0	0	8	0	4	0	6	2	3	2
NVIE_027100	CP007536.1	2276440	2277342	+	903	10230	19310	24561	13702	18140	11061	12899	11575	8713	7938
NVIE_027110	CP007536.1	2277397	2278668	+	1272	1574	2048	2091	1886	2011	1948	2067	1892	1647	1205
NVIE_027120	CP007536.1	2278665	2278970	-	306	3305	5116	6707	4733	5255	4379	4563	4097	2893	2590
NVIE_027130	CP007536.1	2279033	2279773	-	741	249	402	454	400	408	303	283	239	247	211
NVIE_2779	CP007536.1	2279794	2280036	-	243	105	202	210	81	289	361	434	402	301	238
NVIE_2780	CP007536.1	2280058	2280144	-	87	7	10	6	17	3	6	6	14	2	4
NVIE_027140	CP007536.1	2280165	2280641	-	477	1419	2199	2766	1756	2275	2994	2791	2342	1706	1777
NVIE_027150	CP007536.1	2280667	2282823	-	2157	2810	4166	4045	3106	4360	4890	4579	4753	4654	3254
NVIE_027160	CP007536.1	2282833	2284467	-	1635	2754	4378	4427	2793	4336	4543	4592	4249	3510	2841
NVIE_027170	CP007536.1	2285127	2285450	-	324	2493	3209	2802	2507	3487	5957	5683	5278	3960	3879
NVIE_027180	CP007536.1	2285476	2285769	-	294	4499	5024	4631	5002	6081	10001	8491	9551	6633	7187
NVIE_027190	CP007536.1	2285789	2286319	+	531	3063	3974	2980	3059	3952	5951	5172	5220	3810	3911
NVIE_027200	CP007536.1	2286625	2287281	-	657	1602	2979	2513	2571	3053	2898	3318	3560	2622	1948
NVIE_027210	CP007536.1	2287278	2287907	-	630	7670	1858	14012	14684	15159	2772	2854	2756	1845	1340
NVIE_027220	CP007536.1	2288224	2288670	+	447	81	119	146	143	203	151	161	170	161	142
NVIE_2790	CP007536.1	2288774	2289040	+	267	244	292	528	524	540	546	470	406	275	327
NVIE_027230	CP007536.1	2289258	2289695	+	438	885	1039	1310	1220	1352	1251	1245	1320	901	816
NVIE_027240	CP007536.1	2289702	2291204	+	1503	4420	7329	7844	4890	6873	7749	7561	6545	5830	5084
NVIE_027250	CP007536.1	2291256	2292320	+	1065	14258	20402	24820	18312	18923	13636	15271	13036	9970	8372
NVIE_t0320	CP007536.1	2292352	2292426	+	75	92	92	98	110	122	140	198	148	121	107
NVIE_027260	CP007536.1	2292531	2292665	-	135	8	58	40	119	75	32	43	60	76	22
NVIE_027270	CP007536.1	2292787	2293437	-	651	346619	677950	581207	389569	612957	462390	435757	546419	344955	391342
NVIE_027280	CP007536.1	2293595	2293903	-	309	40058	41110	45442	51878	47236	41157	39215	36524	33868	25468
NVIE_027290	CP007536.1	2294043	2295491	-	1449	66902	73930	88105	62940	76441	95290	84651	81776	84724	57151
NVIE_2798	CP007536.1	2295336	2295497	+	162	1286	1703	1466	2204	1953	2799	3150	2813	2368	2072
NVIE_027300	CP007536.1	2295620	2295874	+	255	25335	49975	50066	41260	60225	57889	51364	55994	35312	35861
NVIE_027310	CP007536.1	2295987	2296235	+	249	16216	25591	25579	18543	22919	35797	25300	26229	23927	21872
NVIE_027320	CP007536.1	2296222	2297133	-	912	1741	3054	2114	1132	1642	2047	2566	2023	2197	1683
NVIE_027330	CP007536.1	2297176	2298549	+	1374	23989	31698	31622	19613	26219	30748	28888	25590	26425	18795
NVIE_027340	CP007536.1	2298578	2298853	+	276	1075	1255	1320	810	1272	1998	1516	1362	1887	1129
NVIE_027350	CP007536.1	2298889	2299944	+	1056	7097	7840	6435	5811	7227	13213	10362	11087	13058	8000
NVIE_027360	CP007536.1	2299987	2300589	+	603	12092	20713	18160	14037	19165	21621	18876	21129	18650	14478
NVIE_027370	CP007536.1	2300591	2301163	+	573	3276	5283	5064	3123	6103	7352	6301	6290	4782	4352
NVIE_027380	CP007536.1	2301164	2301463	-	300	216	291	354	202	314	271	247	239	184	196
NVIE_027390	CP007536.1	2301481	2302656	-	1176	802	817	1063	858	987	1105	872	782	830	491
NVIE_027400	CP007536.1	2302695	2303936	-	1242	208	243	223	132	224	169	136	169	217	128
NVIE_027410	CP007536.1	2303933	2304082	-	150	12	2	0	2	0	0	0	2	2	0
NVIE_027420	CP007536.1	2304296	2304922	+	627	107	138	116	72	107	108	128	122	143	87
NVIE_027430	CP007536.1	2304967	2305287	+	321	1585	2787	2716	1988	2423	2509	2077	2400	1809	2021
NVIE_027440	CP007536.1	2305284	2305826	+	543	1878	2230	2112	1917	2557	2913	2718	2927	2320	2037
NVIE_027450	CP007536.1	2305978	2306361	-	384	471	645	486	472	762	1476	1288	1475	1132	1000
NVIE_027460	CP007536.1	2306361	2307923	-	1563	8636	13590	12155	8519	14497	24651	20412	20865	15132	15354
NVIE_027470	CP007536.1	2307943	2309118	+	1176	9561	12696	10244	8893	13154	19435	16901	16468	16919	12424
NVIE_027480	CP007536.1	2309123	2309560	-	438	1397	1537	1811	2028	2084	1439	1210	1307	925	1040
NVIE_027490	CP007536.1	2309729	2310022	-	294	598	715	576	598	938	1390	1607	1553	1136	965
NVIE_027500	CP007536.1	2310049	2310789	-	741	3087	4936	4504	3469	5108	7249	6523	6156	5444	4885
NVIE_027510	CP007536.1	2310914	2311537	+	624	3364	5317	3995	3563	4877	6050	5516	5884	4486	4357
NVIE_027520	CP007536.1	2311592	2311861	+	270	26951	38434	38740	33198	42079	35662	39326	33343	29621	21064
NVIE_027530	CP007536.1	2311862	2312353	+	492	86815	134076	142578	104597	137536	105755	93912	101608	77875	74583
NVIE_027540	CP007536.1	2312552	2314045	+	1494	244208	422017	413759	252546	397943	284408	264280	285128	218266	208414
NVIE_027550	CP007536.1	2314059	2314913	+	855	232989	335436	310239	204156	269299	223398	227953	188311	162397	152652
NVIE_027560	CP007536.1	2314915	2315394	+	480	9449	12269	12343	9059	13862	12043	11488	10872	11502	7908
NVIE_027570	CP007536.1	2315444	2316517	+	1074	15650	21639	21796	15119	19605	17543	17308	15593	14889	11342
NVIE_027580	CP007536.1	2316547	2317497	+	951	20248	32924	24432	18300	34384	57162	47658	52901	39811	41475
NVIE_027600	CP007536.1	2317690	2318283	+	594	39469	52864	51901	50638	58426	45928	40776	42471	40229	28152
NVIE_t0330	CP007536.1	2318357	2318452	+	96	126	132	132	169	159	376	308	322	191	159
NVIE_027610	CP007536.1	2318622	2319239	-	618	1563	2486	908	1502	1212	2034	2164	2309	2256	1857
NVIE_027620	CP007536.1	2319271	2319363	-	93	1	16	5	1	6	0	28	8	10	0
NVIE_027630	CP007536.1	2319335	2320156	+	822	34795	74882	23726	21305	25523	39073	39778	40532	38621	37808
NVIE_027640	CP007536.1	2320174	2320422	+	249	3121	7949	2124	1879	2339	3442	3034	4534	4241	3982
NVIE_027650	CP007536.1	2320816	2321445	+	630	4250	6184	7182	5354	6632	6633	6443	5718	4404	4196
NVIE_027660	CP007536.1	2321677	2321883	+	207	174	159	213	312	216	175	126	152	114	117
NVIE_027670	CP007536.1	2321909	2322058	-	150	929	994	1322	1373	1158	620	827	597	620	554
NVIE_027680	CP007536.1	2322178	2322549	-	372	293	566	442	420	511	638	657	528	441	541
NVIE_027690	CP007536.1	2322753	2322920	+	168	229	291	480	370	309	272	291	354	242	175
NVIE_027700	CP007536.1	2322981	2324495	-	1515	2284	3176	3172	2292	3333	4011	3746	3866	2950	2763
NVIE_027710	CP007536.1	2324808	2325143	-	336	380	273	326	557	406	457	420	490	419	244
NVIE_027720	CP007536.1	2325701	2325856	-	156	327	464	483	494	559	328	404	423	371	258
NVIE_027730	CP007536.1	2326086	2326187	+	102	14	48	23	26	62	60	86	104	67	36
NVIE_027740	CP007536.1	2326168	2327034	-	867	1046	1520	1432	1184	1761	2949	2288	2534	2186	1763
NVIE_027750	CP007536.1	2326988	2327782	-	795	1461	1845	1745	1402	2030	3331	2584	2702	3315	1747
NVIE_2841	CP007536.1	2327779	2328741	-	963	1860	2322	2090	2117	2575	3771	3232	3482	3816	2281
NVIE_027760	CP007536.1	2328741	2330066	-	1326	9866	12801	11741	8862	12525	18235	15644	15901	17958	12133
